id,category_id,name,overview
101,0,flyweight_pattern,"The Flyweight pattern reduces the number of low-level,  detailed objects within a system by sharing objects.
If instances of a class that contain the same information can be used interchangeably,  the Flyweight pattern allows a program to avoid the expense of multiple instances that contain the same information by sharing one instance. The figure below illustrates the Flyweight pattern.

The Flyweight pattern defines a structure for sharing objects.  Objects are shared for at least two reasons: 1) efficiency and 2) consistency. The Flyweight pattern focuses on sharing for space efficiency.  Applications that use lots of objects must pay careful attention to the cost of each object. Substantial savings can be achieved by sharing objects instead of replicating them.  
But objects can be shared only if they do not define context-dependent state. 
Flyweight objects have no such state. Any additional information they need to perform their task is passed to them when needed. 
Because they have no context-dependent state, Flyweight objects may be shared freely.

The following lists the benefits of using the Flyweight pattern:

Reduction in the number of objects to handle
Reduction in memory and on storage devices, if the objects are persisted


You should use the Flyweight pattern when all of the following are  true.

The application uses a large number of objects.
Storage costs are high because of the quantity of objects.
The application does not depend on object identity."
102,0,proxy_pattern,"
The Proxy pattern provides a surrogate or placeholder object to control access to the original object.
There are several types of implementations of the Proxy pattern with the

Remote proxy and
Virtual proxy
being the most common.
 
The figure below illustrates the Proxy pattern.

You are currently designing your own Desktop Publishing application, as you have not found any that do exactly what you want with existing applications. 
As part of the design you are using a Controller to which you send all GUI requests.
Not all objects can process the same commands. For example you cannot select the spell check tool when an image has the focus. 
To stop any possible errors you would like to filter out some of the messages as they are passed from these objects to the Controller object. What pattern could you use?
In this scenario what you are essentially trying to do is filter all packets that don't meet a certain set of requirements. This behavior is just like a Proxy server dropping packets from certain IP address etc.

A Remote proxy can hide the fact that an object resides in a different address space
A virtual proxy can perform optimizations, such as creating an object on demand.

You should use the proxy pattern when: 
You need a more versatile or sophisticated reference to an object than a simple pointer.







"
103,0,memento_pattern,"The Memento pattern[1] contains a snapshot of the state of an object, so that the object can return to its original state without having to reveal its content to the rest of the world.
The figure below illustrates the Memento pattern. 

The following lists the benefits of using the Memento pattern:

Preserves encapsulation boundaries
Simplifies the originator


You should use the Memento pattern when:

A snapshot of an object's state must be saved so that it can be restored to that state later.
Using a direct interface to obtain the state would expose implementation details and break the object's encapsulation.

[1]memento: an object kept as a reminder or souvenir of a person or event."
104,0,interpreter_pattern,"
The Interpreter pattern interprets a language to define a representation for its grammar along with an interpreter that uses the representation to interpret sentences in the language. The following diagram illustrates the Interpreter pattern.
The following lists the benefits of using the Interpreter pattern:

Easy to change and extend the grammar
Implementing the grammar is easy


You should use the Interpreter pattern when:

The grammar of the language is simple.
Efficiency is not a critical concern.


Interpreter Pattern: Useful when the objective is to provide a client program or a user the ability to specify operations in a simple language. Helps in interpreting operations specified using a language, using its grammar. More suitable for languages with simple grammar







"
105,0,iterator_pattern,"
The iterator pattern provides a consistent way to sequentially access items in a collection that is independent of and separate from the underlying collection. The figure below represents the iterator pattern.


Supports variations in the traversal of a collection
Simplifies the interface of the collection.


You should use the Interpreter pattern when you want to:

Access a collection object’s contents without exposing its internal representation.
Support multiple traversals of objects in a collection.
Provide a uniform interface for traversing different structures in a collection.


In object-oriented programming, the iterator pattern is a design pattern in which an iterator is used to traverse a container and access the container's elements.  The iterator pattern decouples algorithms from containers; in some cases, algorithms are necessarily container-specific and cannot be decoupled. For example, the hypothetical algorithm SearchForElement can be implemented generally using a specified type of iterator rather than implementing it as a container-specific algorithm. 
This allows SearchForElement to be used on any container that supports the required type of iterator.







"
106,0,observer_pattern,"
The Observer pattern provides a way for a component to flexibly broadcast messages to interested receivers. 
It defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically. The Figure below illustrates the Observer pattern.
The following lists the benefits of using the Observer pattern:

Abstract coupling between subject and observer
Support for broadcast communication


You should use the Observer pattern when:

A change to one object requires changing the other object and you do not know how many objects need to change.
 An object should be able to notify other objects without making assumptions about the identity of those objects.








"
107,0,command_pattern,"
The Command pattern encapsulates a request in an object, which enables you to store the command, pass the command to a method, and return the command like any other object.  The figure below illustrates the Command Pattern.

The following lists the benefits of using the Command Pattern:

Separates the object that invokes the operation from the one that knows how to perform it.
 It's easy to add new commands, because you don't have to change existing classes.


You should use the Command pattern when:

You want to parameterize objects by an action to perform.
You specify, queue, and execute requests at different times. 
You must support undo, logging, or transactions








"
108,0,mediator_pattern,"
The Mediator pattern simplifies communication among objects in a system by introducing a single object that manages message distribution among other objects. The Mediator pattern promotes loose coupling by keeping objects from referring to each other explicitly, and it lets you vary their interaction independently. The diagram below illustrates the Mediator pattern.

The following lists the benefits of using the Mediator pattern:

Decouples colleagues
Simplifies object protocols
Centralizes Control
The individual components become simpler and easier to deal with, because they no longer need to directly pass messages to each other
Components are more generic, because they no longer need to contain logic to deal with their communication with other components.


You should use the Mediator pattern when:

A set of objects communicate in well-defined but complex ways.
You want to customize a behavior that's distributed between several objects without using subclasses.

"
109,0,chain_of_responsibility,"
The Chain of Responsibility pattern establishes a chain within a system, so that a message can either be handled at the level where it is first received, or be directed to an object that can handle it.

The following lists the benefits of using the Chain of Responsibility pattern:

Reduced coupling
Added flexibility in assigning responsibilites to objects
Allows a set of classes to behave as a whole, because events produced in one class can be sent on to other handler classes within the composite. 


You should use the Chain of Responsibility Pattern when:

More  than one object can handle a request, and the handler is not known.
You want to issue a request to one of several objects without specifying the receiver completely.
The set of objects that can handle a request should be specified dynamically.


In Object Oriented Design, the chain-of-responsibility pattern is a design pattern consisting of a source of command objects and a series of processing objects. Each processing object contains logic that defines the types of command objects that it can handle; the rest are passed to the next processing object in the chain. 
A mechanism also exists for adding new processing objects to the end of this chain. In a variation of the standard chain-of-responsibility model, some handlers may act as dispatchers, capable of sending commands out in a variety of directions, forming a tree of responsibility. 
In some cases, this can occur recursively, with processing objects calling higher-up processing objects with commands that attempt to solve some smaller part of the problem; in this case recursion continues until the command is processed, or the entire tree has been explored. An XML interpreter might work in this manner. 

This pattern promotes the idea of loose coupling, which is considered a programming best practice.
"
110,0,state_pattern,"
The State pattern allows an object to alter its behavior when its internal state changes. The object appears to change its class. The Figure illustrates the State Pattern. 
The following lists the benefits of using the State pattern:

Localizes state-specific behavior and partitions behavior for different states .
Make state transitions explicit.


You should use the State pattern when:

An object's behavior depends on its state and it must change its behavior at run-time depending on that state.
Operations have large conditional statements that consist of multiple states and depend on the object's state.

"
112,0,template_pattern,"
The Template Method pattern provides a method that allows subclasses to override parts of the method without rewriting it.  Define the skeleton of an algorithm in an operation, deferring some steps to subclasses. Template method lets subclasses redefine certain steps of an algorithm without changing the structure of the algorithm. 
The figure below illustrates the Template pattern.

The following lists the benefits of using the Template pattern:
Fundamental technique for reusing code 

You should use the Template pattern when:

 You want to implement the invariant parts of an algorithm once and use subclasses to implement the behavior that can vary.
When common behavior among subclasses should be factored and localized in a common class to avoid code duplication. 

"
113,0,hierarchical_visitor_pattern,"Provide a way to visit every node in a hierarchical data structure such as a tree.
Represent an operation to be performed on the nodes of a hierarchical object structure. 
Hierarchical Visitor lets one define new operations without changing the classes of the nodes on which it operates.  
Hierarchical Visitor overcomes the limitations of the traditional VisitorPattern by allowing a programmer to track traversal depth and short-circuit branch traversal.

Consider a file system represented using a hierarchical structure, such as that provided by the CompositePattern. 
The file objects are leaf nodes and the directories are the composite nodes. Now consider two operations on a file system: 

fully qualifying a file name and 
searching for a specific  file.


To fully qualify a file name, we must traverse each of its parent composites. To do this, we start with a string representing the root composite, and concatenate each child composite until we reach the actual file object.
We need to determine what composites (directories) are children of the root and which are its siblings. 
This requires we track when we are entering a composite and leaving a composite. If we enter the composite bar before we have left the composite foo, we know we have ""foo/bar"". However, if we leave foo before entering bar then foo and bar are siblings. 
This is quite impossible if equipped only with the traditional VisitorPattern as it only tells us when we are entering a composite node.

To search a file system optimally, we need to take advantage of fully qualified names. If we are searching for root/foo2/bar3/file.dat, we do not need to search through the branches 

root/foo1/*,  
""root/foo2/bar1/*"", or even 
""root/foo2/bar2/*"".

Unfortunately, because the traditional VisitorPattern does not have the ability to conditionally traverse a hierarchical structure, we are left with only two choices. 
(a) use an alternative means of traversal or (b) search even those branches that have no possibility of a match. 
These two examples summarize the advantages of the HierarchicalVisitorPattern. 
One no longer needs to rely on multiple traversal techniques when the limitations of the traditional visitor pattern must be exceeded. 
We can generalize these limitations as:

hierarchical navigation: the traditional VisitorPattern has no concept of depth. As a result, visitor cannot determine if one composite is within another composite or beside it.
conditional navigation: the traditional VisitorPattern does not allow branches to be skipped. As a result, visitor cannot stop, filter, or optimize  traversal based on some condition."
114,0,strategy_pattern,"
The intent of the Strategy Pattern is to define a family of algorithms, encapsulate each algorithm, and make them interchangeable. 
The Strategy Pattern lets the algorithm vary independently from clients that use it.
In addition the pattern, defines a group of classes that represent a set of possible behaviors. 
These behaviors can then be used in an application to change its functionality.
The figure below illustrates the Strategy pattern.
The following lists the benefits of using the Strategy pattern:

An alternative to subclassing
Defines each behavior in its own class, which eliminates conditional statements
Easier to extend a model to incorporate new behaviors without recoding the application 

You should use the Strategy pattern when:

Many related classes differ only in their behavior.
You need different variants of an algorithm.
An algorithm uses data unknown to clients.








"
